rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
247,21969,Aaron Parker,CAR,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
248,19981,Daurice Fountain,KC,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
249,20376,Jordan Veasy,HOU,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
250,20295,Vyncint Smith,NYJ,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
251,19922,Justin Watson,TB,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
252,22345,Dan Chisena,MIN,WR,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
253,20762,Travis Fulgham,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
254,21400,Steven Sims,PIT,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
255,20963,Cody Thompson,SEA,WR,5,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
256,21728,Lawrence Cager,CLE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
257,19755,River Cracraft,SF,WR,4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
258,22283,Josh Hammond,JAX,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
259,21742,Antonio Gandy-Golden,WAS,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
260,16798,Devin Smith,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
261,19184,JoJo Natson,CLE,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
262,7651,Matthew Slater,NE,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
263,22602,Tutu Atwell,LAR,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
264,16640,John Brown,JAX,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
265,22615,Kawaan Baker,NO,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
266,22618,Marquez Stevenson,BUF,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
267,19054,Rodney Adams,CHI,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
268,21294,Alex Bachman,NYG,WR,3,0,0,0,-3,0,0,0,0,0,0,0,0,-0.1,-0.3
269,22327,J.J. Koski,LAR,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-2.0
270,13887,Travis Benjamin,SF,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-2.0
271,20722,Diontae Spencer,DEN,WR,15,0,0,0,0,0,1,-3,0,0,0,0,0,-0.2,-3.3
