rank,id,player,team,pos,Targets,Receptions,ReceivingYards,ReceivingTDs,AverageCushion,TargetSeparation,TrueCatchRate,ContestedTargets,ContestedCatches,ReceiverContestedCatchRate,YardsPerReception,YardsPerTarget,YardsPerRouteRun,Drops,DropRate
201,21730,Collin Johnson,CHI,WR,1,1,11,0,5.9,4.0,100.0,0,0,,11.0,11.0,0.8,0.0,0.0
202,20963,Cody Thompson,SEA,WR,1,1,10,0,5.4,2.0,100.0,0,0,,10.0,10.0,1.4,0.0,0.0
203,21115,Juwann Winfree,IND,WR,1,0,0,0,5.7,1.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
204,24749,Shedrick Jackson,CIN,WR,1,0,0,0,6.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
205,21601,Gunner Olszewski,NYG,WR,1,1,0,0,6.5,5.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0
206,22569,Dee Eskridge,SEA,WR,1,0,0,0,7.5,1.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
207,23325,Erik Ezukanma,MIA,WR,1,0,0,0,3.8,4.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
208,22345,Dan Chisena,ARI,WR,0,0,0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
209,20886,Stanley Morgan Jr.,CIN,WR,0,0,0,0,7.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
210,22683,Jacob Harris,JAX,WR,0,0,0,0,3.3,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
211,22591,Dez Fitzpatrick,PIT,WR,0,0,0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
212,22234,Andre Baccellia,ARI,WR,0,0,0,0,7.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
213,19897,Tre'Quan Smith,DEN,WR,0,0,0,0,3.8,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
214,22417,Kristian Wilkerson,LV,WR,0,0,0,0,3.7,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
215,21750,Marquez Callaway,NO,WR,0,0,0,0,3.8,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
216,23624,Dareke Young,SEA,WR,0,0,0,0,7.5,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
217,20939,David Sills,DEN,WR,0,0,0,0,3.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
218,23164,Kearis Jackson,TEN,WR,0,0,0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
219,21724,Easop Winston Jr.,SEA,WR,0,0,0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
220,23099,Michael Bandy,DEN,WR,0,0,0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
221,20792,N'Keal Harry,MIN,WR,0,0,0,0,7.7,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
222,22644,DJ Turner,LV,WR,0,0,0,0,8.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
223,23604,Montrell Washington,KC,WR,0,0,0,0,7.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
224,22596,Jaelon Darden,CLE,WR,0,0,0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
225,24629,Terrell Bynum,LAC,WR,0,0,0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
226,24342,Mitchell Tinsley,WAS,WR,0,0,0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
227,22594,Frank Darby,ATL,WR,0,0,0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
228,20820,Andy Isabella,BUF,WR,0,0,0,0,2.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
229,7651,Matthew Slater,NE,WR,0,0,0,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0
