rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
1001,19934,Da'Shawn Hand,MIA,DT,16,0,0,0,0,0,0,0,0,1,0,0,0,1.3,20.6
1002,17925,Myles Jack,PIT,LB,3,0,0,0,0,0,0,0,0,1,0,0,0,6.9,20.6
1003,19043,Isaiah McKenzie,IND,WR,13,0,0,0,14,0,11,82,0,0,0,0,0,1.6,20.6
1004,19847,Mike Hughes,ATL,CB,15,0,0,0,0,0,0,0,0,0,0,0,0,1.4,20.5
1005,19120,David Moore,TB,WR,7,0,0,0,0,0,5,94,1,0,0,0,0,2.9,20.4
1006,21801,Trey Sermon,IND,RB,14,0,0,0,160,0,3,13,0,0,0,0,0,1.4,20.3
1007,17961,Sterling Shepard,NYG,WR,15,0,0,0,6,0,10,57,1,0,0,0,0,1.4,20.3
1008,22547,Ronnie Rivers,LAR,RB,9,0,0,0,129,0,5,22,0,0,0,0,0,2.2,20.1
1009,22086,Essang Bassey,LAC,CB,15,0,0,0,0,0,0,0,0,0,0,0,0,1.3,20.0
1010,23426,Joshua Williams,KC,CB,16,0,0,0,0,0,0,0,0,0,0,0,0,1.2,20.0
1011,22076,Bryce Hall,NYJ,CB,9,0,0,0,0,0,0,0,0,0,1,0,1,2.2,20.0
1012,20010,Andre Smith Jr.,ATL,ILB,11,0,0,0,0,0,0,0,0,0,0,1,1,1.8,20.0
1013,23327,Juanyeh Thomas,DAL,S,16,0,0,0,0,0,0,0,0,0,0,0,0,1.2,20.0
1014,19191,PJ Walker,CLE,QB,6,674,1,5,30,0,0,0,0,0,0,0,0,3.3,20.0
1015,24146,Mazi Smith,DAL,DT,17,0,0,0,0,0,0,0,0,1,0,0,0,1.2,19.9
1016,16917,C.J. Uzomah,NYJ,TE,12,0,0,0,0,0,8,58,1,0,0,0,0,1.7,19.8
1017,23363,DeMarvin Leal,PIT,DE,12,0,0,0,0,0,0,0,0,1,0,0,0,1.6,19.7
1018,16776,Melvin Gordon III,BAL,RB,4,0,0,0,81,1,3,46,0,0,0,0,0,4.9,19.7
1019,20815,Albert Huggins,ATL,DL,13,0,0,0,0,0,0,0,0,0,0,0,1,1.5,19.5
1020,21306,Del'Shawn Phillips,BAL,LB,17,0,0,0,0,0,0,0,0,0,0,1,1,1.1,19.5
1021,21994,Troy Dye,MIN,LB,15,0,0,0,0,0,0,0,0,1,0,1,0,1.3,19.5
1022,15200,William Gholston,TB,DL,16,0,0,0,0,0,0,0,0,0,1,0,0,1.2,19.5
1023,23258,Drake Jackson,SF,DL,8,0,0,0,0,0,0,0,0,3,0,0,0,2.4,19.5
1024,20077,Richie James,KC,WR,9,0,0,0,0,0,10,114,0,0,0,0,0,2.2,19.4
1025,17005,Geoff Swaim,ARI,TE,14,0,0,0,0,0,10,94,0,0,0,0,0,1.4,19.4
1026,22892,Tim Jones,JAX,WR,17,0,0,0,0,0,11,83,0,0,0,0,1,1.1,19.3
1027,21049,Isaiah Buggs,DET,DL,10,0,0,0,0,0,0,0,0,1,0,0,1,1.9,19.1
1028,22078,Neville Gallimore,DAL,DT,17,0,0,0,0,0,0,0,0,1,0,0,0,1.1,19.1
1029,20790,Damien Harris,BUF,RB,6,0,0,0,94,1,2,16,0,0,0,0,0,3.2,19.0
1030,23198,Isaiah Spiller,LAC,RB,9,0,0,0,96,0,6,34,0,0,0,0,0,2.1,19.0
1031,24107,Eli Ricks,PHI,CB,16,0,0,0,0,0,0,0,0,0,0,0,0,1.2,19.0
1032,22868,Joseph Ossai,CIN,DE,14,0,0,0,0,0,0,0,0,1,0,0,0,1.4,19.0
1033,24455,Desjuan Johnson,LAR,DE,11,0,0,0,0,0,0,0,0,2,0,1,0,1.7,19.0
1034,18942,Justin Evans,PHI,S,4,0,0,0,0,0,0,0,0,0,0,1,1,4.8,19.0
1035,18959,Dawuane Smoot,JAX,OLB,12,0,0,0,0,0,0,0,0,1,0,1,0,1.6,18.6
1036,24453,Marte Mapu,NE,LB,17,0,0,0,0,0,0,0,0,0,1,1,0,1.1,18.5
1037,22079,Kindle Vildor,DET,CB,7,0,0,0,0,0,0,0,0,0,0,1,0,2.6,18.5
1038,21354,Demetrius Flannigan-Fowles,SF,LB,16,0,0,0,0,0,0,0,0,0,0,0,0,1.2,18.5
1039,19019,Jaleel Johnson,TEN,DT,12,0,0,0,0,0,0,0,0,0,0,0,0,1.5,18.5
1040,23341,Tyler Goodson,IND,RB,6,0,0,0,87,0,6,34,0,0,0,0,0,3.0,18.1
1041,19951,Tre Flowers,ATL,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,1.1,18.0
1042,18918,Tre'Davious White,BUF,CB,4,0,0,0,0,0,0,0,0,0,1,0,0,4.5,18.0
1043,24101,Colby Wooden,GB,DL,17,0,0,0,0,0,0,0,0,1,0,0,0,1.1,18.0
1044,22190,Tyler Hall,LV,CB,11,0,0,0,0,0,0,0,0,0,0,0,0,1.6,18.0
1045,23423,Coby Bryant,SEA,CB,9,0,0,0,0,0,0,0,0,0,0,1,0,2.0,18.0
1046,22505,Davis Mills,HOU,QB,6,173,2,0,9,0,0,0,0,0,0,0,0,3.0,17.8
1047,23634,Samori Toure,GB,WR,11,0,0,0,0,0,8,78,0,0,0,0,0,1.6,17.8
1048,23611,Theo Jackson,MIN,S,15,0,0,0,0,0,0,0,0,0,1,0,0,1.2,17.5
1049,23455,Otito Ogbonnia,LAC,DL,8,0,0,0,0,0,0,0,0,0,0,0,0,2.2,17.5
1050,21216,Cam Lewis,BUF,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,1.0,17.5
1051,23612,Matt Henningsen,DEN,DE,17,0,0,0,0,0,0,0,0,0,0,0,0,1.0,17.5
1052,20808,Justin Hollins,LAC,OLB,12,0,0,0,0,0,0,0,0,1,0,0,0,1.4,17.4
1053,21887,Julian Okwara,DET,LB,9,0,0,0,0,0,0,0,0,2,0,0,0,1.9,17.3
1054,23298,Raheem Blackshear,CAR,RB,12,0,0,0,46,0,6,45,0,0,0,0,0,1.4,17.1
1055,23677,Dallis Flowers,IND,CB,4,0,0,0,0,0,0,0,0,0,0,0,0,4.2,17.0
1056,22758,Rashad Weaver,TEN,OLB,15,0,0,0,0,0,0,0,0,0,0,0,0,1.1,17.0
1057,22065,Grayland Arnold,HOU,S,8,0,0,0,0,0,0,0,0,0,0,1,0,2.1,17.0
1058,23603,Eric Johnson II,IND,DT,14,0,0,0,0,0,0,0,0,1,0,0,0,1.2,17.0
1059,24257,Cameron Young,SEA,DT,16,0,0,0,0,0,0,0,0,0,0,0,0,1.1,17.0
1060,13227,Randall Cobb,NYJ,WR,11,0,0,0,0,0,5,39,1,0,0,0,0,1.5,16.9
1061,20002,Tim Settle,BUF,DT,17,0,0,0,0,0,0,0,0,1,0,0,0,1.0,16.9
1062,19835,Marcus Davenport,MIN,OLB,4,0,0,0,0,0,0,0,0,2,0,0,0,4.2,16.7
1063,23542,Malcolm Rodriguez,DET,LB,17,0,0,0,0,0,1,6,0,0,0,1,0,1.0,16.6
1064,24345,Jason Brownlee,NYJ,WR,7,0,0,0,0,0,5,56,1,0,0,0,0,2.4,16.6
1065,14469,Justin Bethel,MIA,CB,17,0,0,0,0,0,0,0,0,1,0,0,0,1.0,16.4
1066,22760,Ar'Darius Washington,BAL,S,2,0,0,0,0,0,0,0,0,1,0,0,0,8.2,16.3
1067,24178,Israel Abanikanda,NYJ,RB,7,0,0,0,70,0,7,43,0,0,0,0,0,2.3,16.3
1068,19209,Patrick Ricard,BAL,FB,17,0,0,0,0,0,5,52,1,0,0,0,0,1.0,16.2
1069,20395,Danny Johnson,WAS,CB,13,0,0,0,0,0,0,0,0,0,0,0,0,1.2,16.0
1070,22720,K.J. Britt,TB,LB,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,16.0
1071,19949,Avonte Maddox,PHI,CB,4,0,0,0,0,0,0,0,0,0,0,1,0,4.0,16.0
1072,20039,Boston Scott,PHI,RB,15,0,0,0,86,0,4,52,0,0,0,0,0,1.1,15.8
1073,23261,Nolan Smith Jr.,PHI,LB,17,0,0,0,0,0,0,0,0,1,0,0,0,0.9,15.7
1074,23017,Christian Elliss,NE,LB,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,15.5
1075,21922,Terrell Burgess,WAS,S,12,0,0,0,0,0,0,0,0,0,0,0,0,1.3,15.5
1076,19228,Josh Tupou,CIN,DT,14,0,0,0,0,0,0,0,0,0,0,0,0,1.1,15.5
1077,19273,Eric Wilson,GB,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.9,15.5
1078,23665,Jaylon Jones,CHI,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.9,15.5
1079,22855,Monty Rice,NO,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,1.3,15.5
1080,24280,Dylan Horton,HOU,DE,10,0,0,0,0,0,0,0,0,0,0,0,1,1.6,15.5
1081,18033,Miles Killebrew,PIT,S,17,0,0,0,0,0,0,0,0,0,0,0,0,0.9,15.5
1082,23534,Troy Andersen,ATL,ILB,2,0,0,0,0,0,0,0,0,1,0,0,0,7.7,15.3
1083,19009,Jalen Reeves-Maybin,DET,LB,17,31,0,0,3,0,0,0,0,1,0,0,0,0.9,15.3
1084,19999,Jacob Martin,IND,DE,17,0,0,0,0,0,0,0,0,2,0,0,0,0.9,15.1
1085,24188,Deuce Vaughn,DAL,RB,8,0,0,0,40,0,7,40,0,0,0,0,0,1.9,15.0
1086,23387,Amaré Barno,CAR,OLB,15,0,0,0,0,0,0,0,0,0,0,0,0,1.0,15.0
1087,22920,Isaiahh Loudermilk,PIT,DT,16,0,0,0,0,0,0,0,0,0,0,0,0,0.9,15.0
1088,21996,Malik Harrison,BAL,LB,14,0,0,0,0,0,0,0,0,0,0,0,0,1.1,15.0
1089,22778,Khyiris Tonga,MIN,DL,14,0,0,0,0,0,0,0,0,0,0,0,0,1.1,15.0
1090,20990,Trayveon Williams,CIN,RB,17,0,0,0,69,0,7,10,0,0,0,0,0,0.9,14.9
1091,20975,Armon Watts,PIT,DT,15,0,0,0,0,0,0,0,0,1,0,0,0,1.0,14.9
1092,23514,D.J. Davidson,NYG,DL,15,0,0,0,0,0,0,0,0,1,0,0,0,1.0,14.8
1093,24309,Emanuel Wilson,GB,RB,7,0,0,0,85,0,4,23,0,0,0,0,0,2.1,14.8
1094,20071,Keith Kirkwood,NO,WR,13,0,0,0,0,0,5,37,1,0,0,0,0,1.1,14.7
1095,24122,Charlie Jones,CIN,WR,11,0,0,0,13,0,7,64,0,0,0,0,0,1.3,14.7
1096,21800,Mitchell Wilcox,CIN,TE,17,0,0,0,0,0,9,56,0,0,0,0,0,0.9,14.6
1097,24086,Trenton Simpson,BAL,ILB,15,0,0,0,0,0,0,0,0,1,0,0,1,1.0,14.6
1098,21473,D.J. Montgomery,IND,WR,7,0,0,0,0,0,3,56,1,0,0,0,0,2.1,14.6
1099,22232,LaCale London,ATL,DL,7,0,0,0,0,0,0,0,0,0,0,0,1,2.1,14.5
1100,21798,Josiah Deguara,GB,TE,15,0,0,0,0,0,8,65,0,0,0,0,0,1.0,14.5
1101,24223,Brenton Strange,JAX,TE,14,0,0,0,0,0,5,35,1,0,0,0,0,1.0,14.5
1102,13036,Justin Houston,CAR,OLB,7,0,0,0,0,0,0,0,0,1,0,0,0,2.0,14.3
1103,21797,La'Mical Perine,KC,RB,5,0,0,0,77,0,3,33,0,0,0,0,0,2.8,14.0
1104,22560,Keaontay Ingram,KC,RB,8,0,0,0,74,0,4,26,0,0,0,0,0,1.8,14.0
1105,14865,Marquise Goodwin,CLE,WR,12,0,0,0,33,0,4,67,0,0,0,0,0,1.2,14.0
1106,22859,Ronnie Perkins,DEN,OLB,7,0,0,0,0,0,0,0,0,0,0,0,0,2.0,14.0
1107,23390,Jeremiah Moon,BAL,OLB,8,0,0,0,0,0,0,0,0,0,0,2,0,1.8,14.0
1108,21999,Akeem Davis-Gaither,CIN,LB,13,0,0,0,0,0,0,0,0,0,0,0,0,1.1,14.0
1109,18123,Jeff Driskel,CLE,QB,1,166,2,2,33,0,0,0,0,0,0,0,0,13.9,13.9
1110,21884,Marlon Davidson,TEN,DL,5,0,0,0,0,0,0,0,0,1,0,0,0,2.8,13.8
1111,11302,Linval Joseph,BUF,DT,7,0,0,0,0,0,0,0,0,1,0,0,0,2.0,13.8
1112,21728,Lawrence Cager,NYG,TE,11,0,0,0,0,0,4,36,1,0,0,0,0,1.2,13.6
1113,20185,Poona Ford,BUF,DT,9,0,0,0,0,0,0,0,0,1,0,0,0,1.5,13.6
1114,21332,Troy Reeder,LAR,ILB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.8,13.5
1115,23348,Nephi Sewell,NO,LB,16,0,0,0,0,0,0,0,0,0,0,1,0,0.8,13.5
1116,24274,Tyler Lacy,JAX,DE,15,0,0,0,0,0,0,0,0,0,0,0,0,0.9,13.5
1117,14128,Melvin Ingram,MIA,LB,3,0,0,0,0,0,0,0,0,2,0,0,0,4.4,13.3
1118,20159,Mike Boone,HOU,RB,9,0,0,0,23,0,7,40,0,0,0,0,0,1.5,13.3
1119,23136,Darnell Washington,PIT,TE,17,0,0,0,0,0,7,61,0,0,0,0,0,0.8,13.1
1120,24182,Alex Austin,NE,DB,8,0,0,0,0,0,0,0,0,0,1,0,0,1.6,13.0
1121,23022,Dicaprio Bootle,CAR,CB,8,0,0,0,0,0,0,0,0,0,0,0,0,1.6,13.0
1122,23195,Eric Gray,NYG,RB,13,0,0,0,48,0,6,22,0,0,0,0,0,1.0,13.0
1123,18056,Dean Lowry,MIN,DL,9,0,0,0,0,0,0,0,0,0,0,0,1,1.4,13.0
1124,23527,LaBryan Ray,CAR,DT,17,0,0,0,0,0,0,0,0,0,0,0,0,0.8,13.0
1125,22051,Trevon Diggs,DAL,CB,2,0,0,0,0,0,0,0,0,0,1,1,0,6.5,13.0
1126,20066,Tony Brown II,IND,CB,12,0,0,0,0,0,0,0,0,0,1,1,0,1.1,13.0
1127,23385,Dominique Robinson,CHI,DE,11,0,0,0,0,0,0,0,0,1,0,0,0,1.2,12.9
1128,3061,Marcedes Lewis,CHI,TE,17,0,0,0,0,0,4,29,1,0,0,0,0,0.8,12.9
1129,21678,Brycen Hopkins,LAR,TE,15,0,0,0,0,0,5,78,0,0,0,0,0,0.9,12.8
1130,24258,Adetomiwa Adebawore,IND,DT,10,0,0,0,0,0,0,0,0,2,0,0,0,1.3,12.8
1131,24252,Isaiah McGuire,CLE,DE,4,0,0,0,0,0,0,0,0,1,0,0,0,3.2,12.7
1132,24278,Hunter Luepke,DAL,RB,17,0,0,0,19,1,3,18,0,0,0,0,0,0.7,12.7
1133,20450,Abdullah Anderson,WAS,DL,7,0,0,0,0,0,0,0,0,1,0,0,1,1.8,12.7
1134,22390,Elijah Riley,PIT,S,13,0,0,0,0,0,0,0,0,1,0,0,0,1.0,12.7
1135,21880,Larrell Murchison,LAR,DT,15,0,0,0,0,0,0,0,0,0,0,0,0,0.8,12.5
1136,24457,Scott Matlock,LAC,DL,12,0,0,0,0,0,0,0,0,0,0,0,0,1.0,12.5
1137,22852,Janarius Robinson,LV,DE,6,0,0,0,0,0,0,0,0,1,0,0,0,2.1,12.4
1138,24397,Jalen Brooks,DAL,WR,7,0,0,0,0,0,6,64,0,0,0,0,0,1.8,12.4
1139,24533,Ben Sims,GB,TE,17,0,0,0,0,0,4,21,1,0,0,0,0,0.7,12.1
1140,23458,Gregory Junior,JAX,CB,9,0,0,0,0,0,0,0,0,0,0,0,0,1.3,12.0
1141,21001,Rock Ya-Sin,BAL,CB,14,0,0,0,0,0,0,0,0,0,0,0,0,0.9,12.0
1142,23320,Kaiir Elam,BUF,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,12.0
1143,23369,David Ojabo,BAL,OLB,3,0,0,0,0,0,0,0,0,1,0,1,0,4.0,12.0
1144,16762,Jameis Winston,NO,QB,7,264,2,3,-6,0,0,0,0,0,0,0,0,1.7,12.0
1145,16763,Marcus Mariota,PHI,QB,3,164,1,1,52,0,0,0,0,0,0,0,0,3.9,11.8
1146,21674,J.K. Dobbins,BAL,RB,1,0,0,0,22,1,2,15,0,0,0,0,0,11.7,11.7
1147,16878,Blake Bell,KC,TE,17,0,0,0,0,0,5,26,1,0,0,0,0,0.7,11.6
1148,22672,Gary Brightwell,NYG,RB,7,0,0,0,19,0,5,47,0,0,0,0,0,1.7,11.6
1149,20380,Matt Dickerson,KC,DT,12,0,0,0,0,0,0,0,0,0,0,0,0,1.0,11.5
1150,20271,Elijah Campbell,MIA,DB,16,0,0,0,0,0,0,0,0,0,0,0,1,0.7,11.5
1151,24231,Kaevon Merriweather,TB,S,16,0,0,0,0,0,0,0,0,0,0,0,0,0.7,11.5
1152,24857,Otis Reese IV,TEN,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,1.6,11.5
1153,18029,Eric Murray,HOU,S,6,0,0,0,0,0,0,0,0,0,0,1,0,1.9,11.5
1154,23446,D'Marco Jackson,NO,LB,17,0,0,0,0,0,0,0,0,0,0,0,1,0.7,11.5
1155,24484,Amari Burney,LV,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,1.6,11.5
1156,23438,Chad Muma,JAX,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.7,11.5
1157,24259,Cam Jones,KC,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.7,11.5
1158,20840,Lonnie Johnson Jr.,NO,CB,12,0,0,0,0,0,0,0,0,0,1,0,1,1.0,11.5
1159,20018,Nick Bawden,NYJ,FB,16,0,0,0,4,1,3,21,0,0,0,0,0,0.7,11.5
1160,23786,J.J. Russell,TB,ILB,8,0,0,0,0,0,0,0,0,1,0,0,0,1.4,11.4
1161,23643,Zach VanValkenburg,LAR,OLB,9,0,0,0,0,0,0,0,0,1,0,0,0,1.3,11.3
1162,23163,Justyn Ross,KC,WR,10,0,0,0,0,0,6,53,0,0,0,0,0,1.1,11.3
1163,20398,Equanimeous St. Brown,CHI,WR,7,0,0,0,0,0,5,62,0,0,0,0,0,1.6,11.2
1164,12450,Al Woods,NYJ,DL,6,0,0,0,0,0,0,0,0,1,0,0,0,1.9,11.2
1165,22429,Cam Gill,TB,OLB,15,0,0,0,0,0,0,0,0,1,0,1,0,0.7,11.2
1166,13741,Brandon Bolden,LV,RB,17,0,0,0,31,1,0,0,0,0,0,0,0,0.7,11.1
1167,23481,Velus Jones Jr.,CHI,WR,14,0,0,0,51,0,4,20,0,0,0,0,0,0.8,11.1
1168,19012,Carlos Watkins,ARI,DT,2,0,0,0,0,0,0,0,0,1,0,0,0,5.5,11.1
1169,23600,Joey Blount,ARI,S,11,0,0,0,0,0,0,0,0,0,1,2,0,1.0,11.0
1170,14888,Logan Ryan,SF,S,5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,11.0
1171,24272,DJ Johnson,CAR,OLB,13,0,0,0,0,0,0,0,0,0,0,0,0,0.8,11.0
1172,22866,Naquan Jones,ARI,DT,12,0,0,0,0,0,0,0,0,0,0,0,0,0.9,11.0
1173,20283,Tim Boyle,NYJ,QB,3,360,1,4,5,0,0,0,0,0,0,0,0,3.6,10.9
1174,24151,Payne Durham,TB,TE,13,0,0,0,0,0,5,58,0,0,0,0,0,0.8,10.8
1175,22869,Levi Onwuzurike,DET,DL,10,0,0,0,0,0,0,0,0,1,0,0,0,1.1,10.6
1176,22511,Quintin Morris,BUF,TE,15,0,0,0,0,0,2,26,1,0,0,0,1,0.7,10.6
1177,23192,Chris Brooks,MIA,RB,9,0,0,0,106,0,0,0,0,0,0,0,0,1.2,10.6
1178,19910,Ian Thomas,CAR,TE,12,0,0,0,0,0,5,56,0,0,0,0,0,0.9,10.6
1179,16724,Adrian Phillips,NE,DB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.6,10.5
1180,21869,DaVon Hamilton,JAX,DT,8,0,0,0,0,0,0,0,0,0,0,0,0,1.3,10.5
1181,21933,Jaylinn Hawkins,LAC,S,16,0,0,0,0,0,0,0,0,0,0,0,0,0.7,10.5
1182,19117,Isaac Rochell,LV,DE,8,0,0,0,0,0,0,0,0,0,0,0,0,1.3,10.5
1183,21122,Duke Shelley,LAR,DB,11,0,0,0,0,0,0,0,0,0,0,0,1,1.0,10.5
1184,19626,Dare Ogunbowale,HOU,RB,12,0,0,0,35,0,2,18,0,0,0,1,0,0.9,10.3
1185,21804,DeeJay Dallas,SEA,RB,17,0,0,0,36,0,6,26,0,0,0,0,0,0.6,10.2
1186,18652,C.J. Ham,MIN,FB,17,0,0,0,7,0,7,25,0,0,0,0,0,0.6,10.2
1187,21111,Ugo Amadi,NO,S,17,0,0,0,0,0,0,0,0,0,0,0,0,0.6,10.0
1188,23739,Ben Stille,ARI,DE,5,0,0,0,0,0,0,0,0,1,0,0,0,2.0,10.0
1189,23166,Rakim Jarrett,TB,WR,10,0,0,0,0,0,4,60,0,0,0,0,0,1.0,10.0
1190,16837,Chris Conley,SF,WR,8,0,0,0,0,0,3,69,0,0,0,0,0,1.2,9.9
1191,16855,Ty Montgomery II,NE,WR,13,0,0,0,9,0,5,40,0,0,0,0,0,0.8,9.9
1192,15694,Case Keenum,HOU,QB,2,291,1,3,1,0,0,0,0,0,0,0,0,4.9,9.7
1193,17218,DeAndre Carter,LV,WR,17,0,0,0,18,0,4,39,0,0,0,0,1,0.6,9.7
1194,22713,Quinton Bohanna,TEN,DL,6,0,0,0,0,0,0,0,0,0,0,0,0,1.6,9.5
1195,24063,Jeremiah Pharms Jr.,NE,DL,12,0,0,0,0,0,0,0,0,0,0,0,1,0.8,9.5
1196,18026,Sheldon Day,MIN,DT,6,0,0,0,0,0,0,0,0,0,0,0,1,1.6,9.5
1197,21072,Keelan Doss,LAC,WR,5,0,0,0,0,0,6,33,0,0,0,0,0,1.9,9.3
1198,21890,Trevis Gipson,TEN,OLB,8,0,0,0,0,0,0,0,0,1,0,1,0,1.2,9.3
1199,23391,Jesse Luketa,ARI,OLB,14,0,0,0,0,0,0,0,0,0,0,0,0,0.6,9.0
1200,15208,Cody Davis,NE,DB,11,0,0,0,0,0,0,0,0,0,0,0,1,0.8,9.0
1201,24138,Jammie Robinson,CAR,S,16,0,0,0,0,0,0,0,0,0,0,0,0,0.6,9.0
1202,24262,Daiyan Henley,LAC,LB,15,0,0,0,0,0,0,0,0,0,0,0,0,0.6,9.0
1203,22785,Grant Stuard,IND,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.5,9.0
1204,23276,Phidarian Mathis,WAS,DT,10,0,0,0,0,0,0,0,0,0,0,0,1,0.9,9.0
1205,24267,Owen Pappoe,ARI,ILB,16,0,0,0,0,0,0,0,0,0,0,0,0,0.6,9.0
1206,23948,Elijah Garcia,DEN,DL,4,0,0,0,0,0,0,0,0,1,0,1,0,2.2,8.9
1207,21675,Tyler Johnson,LAR,WR,1,0,0,0,0,0,2,8,1,0,0,0,0,8.8,8.8
1208,22661,Jack Stoll,PHI,TE,17,0,0,0,0,0,5,38,0,0,0,0,0,0.5,8.8
1209,24463,Julian Hill,MIA,TE,15,0,0,0,0,0,6,48,0,0,0,0,0,0.6,8.8
1210,22224,Myles Adams,SEA,DE,10,0,0,0,0,0,0,0,0,1,0,0,0,0.9,8.7
1211,16067,Kerry Hyder Jr.,HOU,DE,6,0,0,0,0,0,0,0,0,1,0,0,0,1.4,8.7
1212,24864,Markees Watts,TB,OLB,7,0,0,0,0,0,0,0,0,1,0,0,0,1.2,8.6
1213,22202,Khalil Dorsey,DET,CB,13,0,0,0,0,0,1,31,0,0,0,0,0,0.7,8.6
1214,22881,Israel Mukuamu,DAL,S,15,0,0,0,0,0,0,0,0,0,0,0,1,0.6,8.5
1215,18007,Daryl Worley,BAL,DB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.7,8.5
1216,24531,TK McLendon Jr.,TEN,DE,7,0,0,0,0,0,0,0,0,0,0,0,1,1.2,8.5
1217,23529,Myjai Sanders,HOU,DE,7,0,0,0,0,0,0,0,0,0,0,0,0,1.2,8.5
1218,24574,NaJee Thompson,MIN,CB,15,0,0,0,0,0,0,0,0,0,0,0,1,0.6,8.5
1219,20023,Matthew Adams,CLE,LB,17,0,0,0,0,0,0,0,0,0,0,1,0,0.5,8.5
1220,19911,Jalyn Holmes,NYJ,DL,5,0,0,0,0,0,0,0,0,1,0,0,0,1.7,8.5
1221,23291,Andrew Booth Jr.,MIN,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8.5
1222,23302,Britain Covey,PHI,WR,16,0,0,0,0,0,4,42,0,0,0,0,0,0.5,8.2
1223,24394,Robert Beal Jr.,SF,DL,4,0,0,0,0,0,0,0,0,1,0,0,0,2.0,8.2
1224,24236,Isaiah Foskey,NO,DE,10,0,0,0,0,0,0,0,0,0,0,0,0,0.8,8.0
1225,22918,Boogie Basham,NYG,OLB,13,0,0,0,0,0,0,0,0,0,0,0,0,0.6,8.0
1226,24643,Alex Cook,CAR,S,10,0,0,0,0,0,0,0,0,0,0,0,0,0.8,8.0
1227,21207,Jordan Kunaszyk,CLE,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,1.6,8.0
1228,24268,SirVocea Dennis,TB,LB,13,0,0,0,0,0,0,0,0,0,0,0,0,0.6,8.0
1229,22645,Simi Fehoko,LAC,WR,6,0,0,0,0,0,1,9,1,0,0,0,0,1.3,7.9
1230,23486,Grant Calcaterra,PHI,TE,15,0,0,0,0,0,4,39,0,0,0,0,0,0.5,7.9
1231,22517,Peyton Hendershot,DAL,TE,8,0,0,0,0,0,4,38,0,0,0,0,0,1.0,7.8
1232,20088,Ezekiel Turner,ARI,ILB,16,0,0,0,2,0,0,0,0,0,0,0,0,0.5,7.7
1233,23869,Tayler Hawkins,SF,S,1,0,0,0,0,0,0,0,0,0,1,0,0,7.5,7.5
1234,24552,Kahlef Hailassie,CLE,CB,10,0,0,0,0,0,0,0,0,0,0,0,0,0.8,7.5
1235,24137,Jaquelin Roy,MIN,DL,12,0,0,0,0,0,0,0,0,0,0,0,0,0.6,7.5
1236,22774,Jay Tufele,CIN,DT,10,0,0,0,0,0,0,0,0,0,0,0,0,0.8,7.5
1237,24836,Jalen Harris,WAS,DE,5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,7.5
1238,16031,Damien Williams,ARI,RB,3,0,0,0,43,0,2,12,0,0,0,0,0,2.5,7.5
1239,23421,Marcus Jones,NE,DB,2,0,0,0,0,0,0,0,0,0,0,0,1,3.8,7.5
1240,22838,Chris Rumph II,LAC,OLB,6,0,0,0,0,0,0,0,0,0,0,0,1,1.2,7.5
1241,24170,Clayton Tune,ARI,QB,8,62,0,2,30,1,0,0,0,0,0,0,0,0.9,7.5
1242,21721,Devin Duvernay,BAL,WR,13,0,0,0,15,0,4,18,0,0,0,0,1,0.6,7.3
1243,23618,Ko Kieft,TB,TE,16,0,0,0,0,0,1,2,1,0,0,0,0,0.5,7.2
1244,14583,Bruce Irvin,DET,DL,3,0,0,0,0,0,0,0,0,1,0,0,0,2.3,7.0
1245,23661,Mike Brown,TEN,S,9,0,0,0,0,0,0,0,0,0,0,0,0,0.8,7.0
1246,16786,Shaq Thompson,CAR,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7.0
1247,24264,Isaiah Land,IND,DE,8,0,0,0,0,0,0,0,0,1,0,0,0,0.9,7.0
1248,23831,Christopher Hinton,LAC,DL,3,0,0,0,0,0,0,0,0,0,0,0,0,2.3,7.0
1249,24496,Jordon Riley,NYG,DL,8,0,0,0,0,0,0,0,0,0,0,0,0,0.9,7.0
